# coding: utf-8
# 用户词库
# 与系统词条重码时居后，如想居前，请把词条放到flypy_top.txt文件内
# 
# 编码格式：字词+Tab符+编码（用户词库本身有重码则还需后面+Tab符+权重，权重大者居前，权重数字随意）
#
#    -------- 强调一下 --------
# 
#   词条和编码之间的不是空格，而是Tab符
#   按住键盘 G 键，切换到功能键盘，使用上面的Tab键
# 
#    -------------------------------
# 
# 系统次选词放在flypy_sys.txt文件内，可修改删除
# 简词补全放本文件内，不需要可删除
# 用户词库，下行开始添加，编码格式见上，部署后生效

# 全码词
嵌套	qmtc
瞧瞧	qnqn
权力	qrli
全套	qrtc
躯壳	quqn
取笑	quxn
忍了	rfle
任职	rfvi
韧性	rfxk
若是	roui
乳汁	ruvi
入眼	ruyj
扫货	scho
私信	sixb
司仪	siyi
散布	sjbu
三维	sjww
缩编	sobm
索贿	sohv
所幸	soxk
算出	sriu
算术	sruu
俗世	suui
随即	svji
叨扰	tcrc
抬高	tdgc
特制	tevi
剔除	tiiu
体制	tivi
体温	tiwf
毯子	tjzi
停播	tkbo
跳高	tngc
跳空	tnks
条例	tnli
条约	tnyt
拖鞋	toxp
童话	tshx
同城	tsig
通气	tsqi
同事	tsui
腿部	tvbu
推导	tvdc
退费	tvfw
偷窥	tzkv
投降	tzxl
傻了	uale
涉及	ueji
赊账	uevh
深化	ufhx
神坛	uftj
身姿	ufzi
剩菜	ugcd
升幅	ugfu
生化	ughx
生姜	ugjl
生理	ugli
声明	ugmk
上场	uhih
使馆	uigr
使坏	uihk
闪亮	ujll
说到	uodc
书摊	uutj
书信	uuxb
水利	uvli
水文	uvwf
收到	uzdc
收工	uzgs
收获	uzho
收集	uzji
受理	uzli
手拿	uzna
受伤	uzuh
手下	uzxx
照办	vcbj
着凉	vcll
朝霞	vcxx
债券	vdqr
宅子	vdzi
哲理	veli
正途	vgtu
只管	vigr
值钱	viqm
质问	viwf
战线	vjxm
转圜	vrhr
转头	vrtz
专项	vrxl
专研	vryj
仲裁	vscd
终点	vsdm
重力	vsli
忠实	vsui
中心	vsxb
主体	vuti
注释	vuui
坠毁	vvhv
皱起	vzqi
外接	wdjp
外壳	wdke
外貌	wdmc
外甥	wdug
文殊	wfuu
蚊子	wfzi
王八	whba
王后	whhz
旺季	whji
往上	whuh
王者	whve
网友	whyz
晚了	wjle
玩转	wjvr
玩意	wjyi
微风	wwfg
心算	xbsr
幸好	xkhc
行程	xkig
性急	xkji
醒了	xkle
兴致	xkvi
想必	xlbi
享福	xlfu
相连	xllm
象棋	xlqi
相思	xlsi
相通	xlts
巷子	xlzi
消化	xnhx
歇着	xpve
雄起	xsqi
兄长	xsvh
雄伟	xsww
续保	xubc
虚实	xuui
下蛋	xxdj
药店	ycdm
钥匙	ycui
阉割	yjge
严厉	yjli
远离	yrli
油锅	yzgo
杂质	zavi
造反	zcfj
造就	zcjq
糟了	zcle
早起	zcqi
宰客	zdke
字符	zifu
自贡	zigs
资深	ziuf
资讯	zixy
作假	zojx
做了	zole
踪迹	zsji
宗旨	zsvi
纵向	zsxl
纵有	zsyz
阻止	zuvi
走近	zzjb
博而不精	bebj
白日飞升	brfu
不着边际	bvbj
嘟嘟囔囔	ddnn
分门别类	fmbl
飞扬跋扈	fybh
隔岸观火	gagh
高屋建瓴	gwjl
花繁叶茂	hfym
金发碧眼	jfby
将功补过	jgbg
将计就计	jjjj
济济一堂	jjyt
迷迷糊糊	mmhh
美若天仙	mrtx
卖主求荣	mvqr
破破烂烂	ppll
千娇百媚	qjbm
人欢马叫	rhmj
扰人清梦	rrqm
条条框框	ttkk
甜甜蜜蜜	ttmm
头痛欲裂	ttyl
首当其冲	udqi
深情厚谊	uqhy
时日无多	urwd
食色性也	usxy
生死攸关	usyg
我必犯人	wbfr
为期不远	wqby
万丈深渊	wvuy
毋庸讳言	wyhy
霞光万道	xgwd
有法必依	yfby
一飞冲天	yfit
一清二白	yqeb
一物降一物	ywxw
余情未了	yqwl
自毁长城	zhii
自取其辱	zqqr
在情在理	zqzl
毕其功于一役	bqgy
百思不得其解	bsbj
狗咬吕洞宾	gylb
横挑鼻子竖挑眼	htby
回头一笑百媚生	htyu
吃香的喝辣的	ixdd
临时抱佛脚	lubj
摸着石头过河	mvuh
哪能不湿鞋	nnbx
年年岁岁花相似	nnss
哪有不湿鞋	nybx
十年生死两茫茫	unum
睁只眼闭只眼	vvyy
无规矩不成方圆	wgjy
香港中文大学	xgvx
一个天上一个地下	ygtx
一亩三分地	ymsd
一年之计在于春	ynvi
远亲不如近邻	yqbl
一朝权在手	yvqu
一问三不知	ywsv
彩蛋	cddj
过渡	godu
好吗	hcma
何时	heui
哪边	nabm
哪次	naci
哪点	nadm
哪儿	naer
哪个	nage
哪里	nali
哪天	natm
哪种	navs
哪位	naww
哪些	naxp
哪样	nayh
倒是	dcui
登陆	dglu
低效	dixn
胆子	djzi
反查	fjia
高速	gcsu
高效	gcxn
国情	goqk
官网	grwh
活着	hove
话费	hxfw
超卖	icmd
卖点	mddm
卖家	mdjx
卖票	mdpn
卖主	mdvu
明明	mkmk
每期	mwqi
没人	mwrf
赏赐	uhci
谁知	uvvi
稳健	wfjm
拥护	yshu
宗师	zsui
按理	anli
黯然	anrj
暗自	anzi
五笔	wubi
座位	zoww
#自定义
#	of
$	ow
*	os
+	oa
-	oz
/	oc
=	od
AA制	aavi
GDP	gdp
IP地址	ipdv
OK	ok
PPT	ppt
[666]	owll
[Emm]	owem
[OK]	owok
[亲亲]	owqq
[便便]	owbb
[偷笑]	owtx
[傲慢]	owam
[再见]	owzj
[凋谢]	owdx
[加油]	owjy
[加油加油]	owjy
[勾引]	owgy
[发呆]	owfd
[发怒]	owfn
[发抖]	owfd
[可怜]	owkl
[右哼哼]	owhh
[叹气]	owtq
[吃瓜]	owig
[吐]	owtu
[呲牙]	owcy
[咒骂]	owvm
[咖啡]	owkf
[哇]	owwa
[哈欠]	owhq
[啤酒]	owpj
[嘘]	owxu
[嘴唇]	owzi
[嘿哈]	owhh
[囧]	owjs
[困]	owky
[坏笑]	owhx
[大哭]	owdk
[天啊]	owta
[太阳]	owty
[奋斗]	owfd
[奸笑]	owjx
[委屈]	owwq
[害羞]	owhx
[尴尬]	owgg
[左哼哼]	owhh
[弱]	owro
[强]	owql
[得意]	owdy
[微笑]	owwx
[心碎]	owxs
[快哭了]	owkk
[怄火]	owoh
[悠闲]	owyx
[惊恐]	owjk
[惊讶]	owjy
[愉快]	owyk
[憨笑]	owhx
[打脸]	owdl
[抓狂]	owvk
[抠鼻]	owkb
[抱拳]	owbq
[拥抱]	owyb
[拳头]	owqt
[捂脸]	owwl
[握手]	owwu
[撇嘴]	owpz
[擦汗]	owch
[敲打]	owqd
[旺柴]	owwi
[晕]	owyy
[月亮]	owyl
[机智]	owjv
[汗]	owhj
[流汗]	owlh
[流泪]	owll
[炸弹]	owvd
[爱心]	owax
[猪头]	owvt
[玫瑰]	owmg
[疑问]	owyw
[發]	owfa
[白眼]	owby
[皱眉]	owvm
[睡]	owuv
[破涕为笑]	owxk
[社会社会]	owuh
[福]	owfu
[红包]	owhb
[翻白眼]	owby
[耶]	owye
[胜利]	owul
[色]	owse
[苦涩]	owks
[菜刀]	owcd
[蛋糕]	owdg
[衰]	owuk
[裂开]	owlk
[西瓜]	owxg
[让我看看]	owkk
[调皮]	owtp
[跳跳]	owtt
[转圈]	owvq
[鄙视]	owbu
[闭嘴]	owbz
[阴险]	owyx
[难过]	owng
[骷髅]	owkl
[鼓掌]	owgv
^	otk
←	otz
↑	otz
→	otz
↓	otz
␣	otk
☰	otq
☷	otq
〇	lkvv
㑇	vzr
㑇	vzre
㑊	yird
㗎	gakm
㘎	hjkw
㙍	doty
㙦	xprt
㛃	jpfn
㛚	tsn
㛹	pmng
㞎	baub
㞗	qqu
㞗	qquq
㟃	sie
㟃	siek
㠇	jqe
㠇	jqey
㠓	mge
㠓	mgen
㠓	mgeu
㤘	vzx
㥄	lkxw
㧐	ssf
㧐	ssfy
㧑	wwfw
㧟	kkf
㧟	kkfk
㨃	dvf
㨃	dvfz
㨄	vzf
㨄	vzfk
㫰	lho
㫰	lhol
㬊	hro
㬊	hroy
㬎	xmoh
㬚	ieo
㬚	ieow
㭎	ghmx
㭕	qums
㮾	lhdm
㰀	limu
㳇	fudx
㳘	isde
㶲	yshy
㸆	kchf
㸌	hohf
㺄	yuqd
㻬	tuw
㻬	tuwk
䁖	lzo
䁖	lzon
䂮	ltfu
䃅	diul
䃎	vaux
䌷	izsy
䌹	jss
䌹	jssk
䎃	rjr
䎃	rjrx
䏝	vro
䏝	vrov
䏡	uiox
䏲	dpop
䐃	jsoh
䒤	rico
䓖	qscl
䓛	quci
䓨	ykcf
䓫	qick
䓬	vocu
䗖	dii
䗛	xqio
䗪	vegi
䜣	xby
䝙	iuvx
䢺	iuie
䣘	thxe
䥽	pojd
䦃	vojo
䲟	yba
䲟	ybae
䲠	iya
䲠	iyao
䲢	tgoa
䴔	jnwn
䴕	lpdn
䴖	jkfn
䴗	juon
䴘	tipn
䴙	piun
䶮	yjlt
一	y
一	yiaa
一一过问	yygw
一万	yiwj
一万年	ywnm
一下	yx
一下午	yxwu
一下子	yxzi
一不做，二不休	ybzx
一不小心	ybxx
一不留神	yblu
一专多能	yvdn
一丘之貉	yqvh
一丝一毫	ysyh
一丝不苟	ysbg
一两个	ylge
一两句	ylj
一两句话	yljh
一两回	ylhv
一两天	yltm
一两岁	yls
一两年	ylnm
一两次	ylci
一两点	yldm
一个	yige
一个一个	ygyg
一个上午	yguw
一个下午	ygxw
一个世纪	yguj
一个两个	yglg
一个个	ygge
一个二个	ygeg
一个人	ygrf
一个例子	yglz
一个劲	ygj
一个劲儿	ygje
一个原因	ygyy
一个唱红脸，一个唱白脸	ygil
一个多小时	ygdu
一个多星期	ygdq
一个多月	ygdy
一个多钟	ygdv
一个天上一个地下	ygt
一个头两个大	ygtd
一个字	ygzi
一个小时	ygxu
一个巴掌拍不响	ygbx
一个愿打，一个愿挨	ygya
一个手指	yguv
一个手指头	ygut
一个接一个	ygjg
一个方面	ygfm
一个星期	ygxq
一个晚上	ygwu
一个月	ygyt
一个机会	ygjh
一个来回	yglh
一个模子	ygmz
一个比一个	ygbg
一个礼拜	yglb
一个萝卜一个坑	yglk
一个词	ygci
一个钟	ygvs
一个钟头	ygvt
一个问题	ygwt
一个顶俩	ygdl
一个鼻孔出气	ygbq
一举一动	yjyd
一举两得	yjld
一举成名	yjim
一了百了	ylbl
一争高下	yvgx
一事无成	yuwi
一五一十	ywyu
一些	yixp
一亩三分地	yms
一人之下	yrvx
一代人	ydrf
一代风流	ydfl
一份	yiff
一会儿	yher
一传十十传百	yiub
一体	yiti
一倍	yibw
一公分	ygff
一共	yigs
一再强调	yzqd
一决雌雄	yjcx
一决高下	yjgx
一刀两断	ydld
一刀切	ydqp
一分一秒	yfym
一分为二	yfwe
一分收获	yfuh
一分耕耘	yfgy
一分耕耘，一分收获	yfgh
一分货	yfho
一分钟	yfvs
一分钱	yfqm
一分钱一分货	yfqh
一切	yiqp
一切尽在不言中	yqjv
一切皆有可能	yqjn
一切都有可能	yqdn
一切随缘	yqsy
一列	yilp
一则	yize
一别	yibp
一刹那	yina
一刻钟	ykvs
一前一后	yqyh
一力承当	ylid
一动不动	ydbd
一动不如一静	ydbj
一劳永逸	ylyy
一千年	yqn
一厢情愿	yxqy
一去不复返	yqbf
一反常态	yfit
一发不可收	yfbu
一发千钧	yfqj
一口	yikz
一口一口	ykyk
一口咬定	ykyd
一口气	ykq
一只手	yvu
一台	yitd
一叶知秋	yyvq
一叶障目	yyvm
一号	yihc
一名	yimk
一吐为快	ytwk
一向以	yxyi
一向如此	yxrc
一周	yivz
一呼百应	yhby
一命呜呼	ymwh
一品	yipb
一哄而上	yheu
一哄而散	yhes
一哭二闹三上吊	yked
一回	yihv
一回事	yhu
一团乱麻	ytlm
一团和气	ythq
一团糟	ytzc
一国两制	yglv
一圈	yiqr
一场空	yiks
一块	yikk
一块石头落了地	ykud
一堆	yidv
一塌糊涂	ytht
一声不响	yubx
一夕之间	yxvj
一夜	yiye
一夜之间	yyvj
一夜情	yyqk
一夜成名	yyim
一夜风流	yyfl
一大串	ydir
一大口	ydkz
一大堆	yddv
一大帮	ydbh
一大截	ydjp
一大批	ydpi
一大把	ydba
一大摞	ydlo
一大片	ydpm
一大群	ydqy
一天	yitm
一天一夜	ytyy
一天到晚	ytdw
一夫一妻	yfyq
一夫多妻	yfdq
一夫当关	yfdg
一夫当关，万夫莫开	yfdk
一失足成千古恨	yuzh
一头	yitz
一头雾水	ytwu
一套	yitc
一如既往	yrjw
一字不差	yzbi
一字不漏	yzbl
一字千金	yzqj
一宗	yizs
一官半职	ygbv
一定	yd
一定	yidk
一定会	ydhv
一定可以	ydky
一定条件下	ydtx
一定程度	ydid
一定程度上	ydiu
一定范围	ydfw
一定要	ydyc
一客不烦二主	ykbv
一家	yijx
一家三口	yjsk
一家之主	yjvv
一家之言	yjvy
一家人	yjrf
一家人不说两家话	yjrh
一家老小	yjlx
一封	yifg
一封信	yfxb
一将功成万骨枯	yjgk
一小撮	yxco
一小时	yxui
一层	yicg
一届	yijp
一岁	yisv
一差二错	yiec
一帆风顺	yffu
一席之地	yxvd
一席谈	yxtj
一帮	yibh
一幅画	yfhx
一幕	yimu
一幕幕	ymmu
一干二净	ygej
一年一度	ynyd
一年之计在于春	ynv
一年到头	yndt
一年半载	ynbz
一年四季	ynsj
一年级	ynji
一并	yibk
一应俱全	yyjq
一度	yidu
一座	yizo
一张	yivh
一张一弛	yvyi
一往情深	ywqu
一往无前	ywwq
一律	yilv
一心一意	yxyy
一心二用	yxey
一心只读圣贤书	yxvu
一念之差	ynvi
一念之间	ynvj
一念至此	ynvc
一怒之下	ynvx
一息尚存	yxuc
一惊一乍	yjyv
一想到	yxdc
一意孤行	yygx
一愣	yilg
一所	yiso
一手包办	yubb
一手托天	yutt
一手策划	yuch
一手遮天	yuvt
一扫而光	yseg
一扫而空	ysek
一批	yipi
一把	yiba
一把屎一把尿	ybun
一把手	ybuz
一把鼻涕一把泪	ybbl
一抔黄土	ypht
一报还一报	ybhb
一抹	yimo
一抹黑	ymhw
一拍两散	ypls
一拍即合	ypjh
一招一式	yvyu
一拥而入	yyer
一拼之力	ypvl
一指禅	yvij
一挡	yidh
一挥而就	yhej
一损俱损	ysjs
一排	yipd
一掷千金	yvqj
一揽子	ylzi
一整天	yvtm
一文不值	ywbv
一文不名	ywbm
一斤	yijb
一方水土养一方人	yfur
一方面	yfmm
一旁	yiph
一无可取	ywkq
一无所得	ywsd
一无所成	ywsi
一无所有	ywsy
一无所求	ywsq
一无所知	ywsv
一无所获	ywsh
一无是处	ywui
一无长物	ywiw
一日	yiri
一日三省	yrsx
一日三秋	yrsq
一日三餐	yrsc
一日不见如隔三秋	yrbq
一日千里	yrql
一日夫妻百日恩	yrfe
一旦	yidj
一早	yizc
一时三刻	yusk
一时之间	yuvj
一时冲动	yuid
一时半会	yubh
一时无两	yuwl
一时糊涂	yuht
一晃	yihl
一晚上	ywuh
一曝十寒	ypuh
一曲	yiqu
一月	yiyt
一月份	yyf
一望无垠	ywwy
一望无际	ywwj
一朝一夕	yvyx
一朝权在手	yvq
一朝权在手，便把令来行	yvqx
一朝被蛇咬	yvby
一本	yibf
一本万利	ybwl
一本正经	ybvj
一朵	yido
一条	yitn
一条条	yttn
一条路	ytlu
一条路走到黑	ytlh
一条道跑到黑	ytdh
一条龙	ytls
一来二去	yleq
一枕黄粱	yvhl
一枚	yimw
一枝独秀	yvdx
一枝花	yvhx
一枪	yiql
一柱擎天	yvqt
一样	yiyh
一根	yigf
一根筋	ygjb
一桩心事	yvxu
一棍子打死	ygzs
一概	yigd
一概而论	ygel
一模一样	ymyy
一次	yici
一次次	ycci
一步	yibu
一步三回头	ybst
一步之遥	ybvy
一步到位	ybdw
一步步	ybbu
一步登天	ybdt
一步错，步步错	ybcc
一段	yidr
一段时间	yduj
一段话	ydhx
一比吓一跳	ybxt
一毛不拔	ymbb
一毛钱	ymqm
一气之下	yqvx
一气呵成	yqhi
一氧化碳	yyht
一波三折	ybsv
一波未平	ybwp
一波未平一波又起	ybwq
一泻千里	yxql
一派胡言	yphy
一清二楚	yqei
一潭死水	ytsu
一炮而红	ypeh
一点	yidm
一点一滴	ydyd
一点也不	ydyb
一点儿	yder
一点点	ydd
一片	yp
一片冰心	ypbx
一片片	yppm
一片狼藉	yplj
一片空白	ypkb
一物降一物	ywx
一环	yihr
一瓶	yipk
一生一世	yuyu
一生何求	yuhq
一男一女	ynyn
一番	yifj
一番口舌	yfku
一病不起	ybbq
一瘸一拐	yqyg
一百	yibd
一盆	yipf
一盒	yihe
一盘	yipj
一盘散沙	ypsu
一目了然	ymlr
一目十行	ymuh
一直	yv
一直以来	yvyl
一看	yikj
一看到	ykdc
一眨眼功夫	yvyf
一着不慎	yvbu
一睹为快	ydwk
一瞥	yipp
一瞬	yiuy
一知半解	yvbj
一石二鸟	yuen
一码归一码	ymgm
一碗水端平	ywup
一种	yivs
一秒钟	ymvs
一穷二白	yqeb
一窍不通	yqbt
一窝	yiwo
一窝蜂	ywf
一竿子到底	ygzd
一笑	yixn
一笑了之	yxlv
一笑千金	yxqj
一笑置之	yxvv
一笑而过	yxeg
一笔	yibi
一笔勾销	ybgx
一等	yidg
一等功	ydgs
一等奖	ydjl
一筹莫展	yimv
一箭之地	yjvd
一箭双雕	yjud
一箭穿心	yjix
一簇	yicu
一类	yilw
一系列	yxlp
一系列的	yxld
一纸空文	yvkw
一线	yixm
一统天下	yttx
一统江湖	ytjh
一网打尽	ywdj
一群	yiqy
一而再，再而三	yezs
一肚子	ydzi
一肚子气	ydzq
一肚子火	ydzh
一股	yigu
一股脑儿	ygne
一脉相承	ymxi
一脸无辜	ylwg
一脸茫然	ylmr
一脸迷茫	ylmm
一腔热血	yqrx
一臂之力	ybvl
一至于斯	yvys
一致同意	yvty
一致性	yvx
一致认为	yvrw
一致通过	yvtg
一般	yibj
一般无二	ybwe
一般而言	ybey
一般般	ybbj
一色	yise
一草一木	ycym
一落千丈	ylqv
一行	yihh
一行白鹭上青天	yhbt
一衣带水	yydu
一见倾心	yjqx
一见如故	yjrg
一见钟情	yjvq
一视同仁	yutr
一览	yilj
一览众山小	ylvx
一览无余	ylwy
一览表	ylbn
一觉醒来	yjxl
一触即发	yijf
一触而发	yief
一言不发	yybf
一言不合	yybh
一言为定	yywd
一言九鼎	yyjd
一言半语	yyby
一言既出	yyji
一语中的	yyvd
一语双关	yyug
一语成谶	yyii
一语破的	yypd
一语道破	yydp
一说	yiuo
一诺千金	ynqj
一败再败	ybzb
一败涂地	ybtd
一贫如洗	yprx
一贯	yigr
一起	yiqi
一趟	yith
一跃成为	yyiw
一跃而下	yyex
一跃而起	yyeq
一路	yilu
一路小跑	ylxp
一路平安	ylpa
一路货	ylho
一路顺风	yluf
一路风尘	ylfi
一蹴而就	ycej
一蹶不振	yjbv
一身	yiuf
一转眼	yvyj
一辆	yill
一辈子	ybz
一连串	ylir
一遍	yibm
一遍遍	ybbm
一道	yidc
一部分	ybff
一部分人	ybfr
一醉方休	yzfx
一针见血	yvjx
一钱不值	yqbv
一锅烩	yghv
一锅端	ygdr
一锅粥	ygvz
一错再错	yczc
一锤子买卖	yizm
一门	yimf
一门心思	ymxs
一闪而过	yueg
一问一答	ywyd
一问三不知	yws
一阵	yivf
一阵子	yvzi
一阵阵	yvvf
一阵风	yvfg
一雪前耻	yxqi
一霎	yiua
一面之交	ymvj
一面之词	ymvc
一面倒	ymdc
一顿	yidy
一颗	yike
一颗红心两手准备	ykhb
一颦一笑	ypyx
一餐	yicj
一饮而尽	yyej
一首	yiuz
一首歌	yuge
一马平川	ympi
一马当先	ymdx
一鸣惊人	ymjr
一鼓作气	ygzq
一鼻子灰	ybzh
一鼻孔出气	ybkq
丁	dka
丁	dkal
丁	vga
丁	vgal
丁字裤	dzk
丁是丁，卯是卯	dudm
七	qia
七	qiav
七七八八	qqbb
七上八下	qubx
七个	qige
七八岁	qbsv
七十古稀	qugx
七千	qiqm
七品芝麻官	qpvg
七嘴八舌	qzbu
七大姑八大姨	qdgy
七天	qitm
七寸	qicy
七岁	qisv
七平八稳	qpbw
七年之痒	qnvy
七律	qilv
七情六欲	qqly
七折	qive
七折八扣	qvbk
七拱八翘	qgbq
七拼八凑	qpbc
七月	qiyt
七月份	qyff
七死八活	qsbh
七百	qibd
七窍生烟	qquy
七老八十	qlbu
七荤八素	qhbs
七零八落	qlbl
万	moa
万	moap
万	wja
万	wjap
万一	wjyi
万万没想到	wwmd
万丈	wjvh
万不得已	wbdy
万世师表	wuub
万世流芳	wulf
万两	wjll
万中无一	wvwy
万事不求人	wubr
万事俱备	wujb
万事俱备，只欠东风	wujf
万事如意	wury
万事开头难	wukn
万人	wjrf
万人之上	wrvu
万人空巷	wrkx
万代	wjdd
万众	wjvs
万众一心	wvyx
万众期待	wvqd
万元	wjyr
万全之策	wqvc
万分	wjff
万分之一	wfvy
万分感谢	wfgx
万分景仰	wfjy
万千	wjqm
万变不离其宗	wbbz
万古千秋	wgqq
万古流芳	wglf
万古长存	wgic
万古长青	wgiq
万吨	wjdy
万国来朝	wgli
万壑千岩	whqy
万头攒动	wtcd
万家灯火	wjdh
万岁	wjsv
万年	wjnm
万年历	wnli
万幸	wjxk
万应灵丹	wyld
万念俱灰	wnjh
万恶	wjee
万恶之源	wevy
万有引力	wyyl
万木争荣	wmvr
万死不辞	wsbc
万民	wjmb
万福	wjfu
万端	wjdr
万箭攒心	wjzx
万箭穿心	wjix
万籁俱寂	wljj
万米	wjmi
万紫千红	wzqh
万缕千丝	wlqs
万能	wjng
万能键	wnjm
万般无奈	wbwn
万般皆下品	wbjp
万花筒	wht
万象更新	wxgx
万贯	wjgr
万贯家财	wgjc
万里	wjli
万里挑一	wlty
万里无云	wlwy
万里长城	wlii
万金	wjjb
万难	wjnj
万马奔腾	wmbt
万马齐喑	wmqy
丈	vha
丈	vhan
丈二和尚	vehu
丈二和尚摸不着头脑	vehn
丈人	vhrf
丈八蛇矛	vbum
丈夫	vhfu
丈母娘	vmnl
丈量	vhll
三	s
三	sja
三	sjae
三七	sjqi
三七二十一	sqey
三七开	sqkd
三万	sjwj
三三两两	ssll
三下五除二	sxwe
三两	sjll
三个	sjge
三个人	sgr
三个和尚没水吃	sghi
三个多小时	sgdu
三个多月	sgdy
三个多钟	sgdv
三个字	sgz
三个小时	sgxu
三个星期	sgxq
三个月	sgy
三个臭皮匠	sgij
三个钟	sgv
三个钟头	sgvt
三九	sjjq
三五成群	swiq
三亚	sjya
三人	sjrf
三人成虎	srih
三人行	srx
三人行，必有我师	srxu
三从四德	scsd
三代	sjdd
三令五申	slwu
三份	sjff
三伏天	sftm
三位一体	swyt
三八	sjba
三六九等	sljd
三分之一	sfvy
三分之二	sfve
三分像人，七分像鬼	sfxg
三分钟	sfvs
三十	sjui
三十六计	sulj
三十年	sun
三十而立	suel
三千	sjqm
三句话	sjhx
三句话不离本行	sjhh
三周	sjvz
三呼万岁	shws
三四十	ssui
三四岁	sssv
三四年	ssn
三围	sjww
三国	sjgo
三国志	sgvi
三国演义	sgyy
三国鼎立	sgdl
三天	sjtm
三天三夜说不完	stsw
三天两头	stlt
三天打鱼	stdy
三天打鱼，两天晒网	stdw
